Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Sales,Profit,Payment_Method,Segment
100023,2023-03-25,CUST1153,Customer 235,Central,Ohio,Furniture,Desk,Corner Desk,6,294.04,1764.24,137.79,Cash,Consumer
100024,2023-01-10,CUST1035,Customer 126,Central,Illinois,Technology,Monitor,Samsung View,5,167.62,838.1,47.82,Cash,Corporate
100025,2023-06-11,CUST1068,Customer 136,Central,Ohio,Office Supplies,Paper,Copy Paper,5,1118.79,5593.95,-298.64,Credit Card,Consumer
100026,2024-07-20,CUST1135,Customer 259,East,Massachusetts,Furniture,Desk,Corner Desk,6,252.28,1513.68,280.65,PayPal,Corporate
100027,2023-02-22,CUST1134,Customer 83,West,Washington,Furniture,Chair,Ergo Chair,6,927.63,5565.78,1039.14,PayPal,Home Office
100028,2024-12-23,CUST1298,Customer 283,Central,Illinois,Technology,Laptop,Lenovo ThinkPad,3,659.25,1977.75,545.0,Debit Card,Corporate
100029,2023-05-11,CUST1181,Customer 287,West,Washington,Furniture,Chair,Office Chair,4,821.66,3286.64,657.72,PayPal,Home Office
100030,2023-06-08,CUST1210,Customer 128,East,New York,Technology,Mouse,Logitech M185,3,886.51,2659.53,131.6,Cash,Consumer
100031,2024-12-19,CUST1156,Customer 117,West,Washington,Technology,Mouse,Logitech M185,4,981.74,3926.96,420.72,Debit Card,Consumer
100032,2024-11-06,CUST1274,Customer 170,East,Massachusetts,Furniture,Cabinet,Metal Cabinet,5,427.86,2139.3,276.47,Credit Card,Consumer
100033,2023-09-25,CUST1223,Customer 262,East,Massachusetts,Technology,Laptop,Lenovo ThinkPad,7,421.37,2949.59,748.88,Credit Card,Corporate
100034,2024-08-13,CUST1169,Customer 161,East,Massachusetts,Technology,Mouse,Logitech M185,4,443.42,1773.68,-121.52,Credit Card,Home Office
100035,2023-11-04,CUST1194,Customer 90,South,Florida,Furniture,Bookcase,Modern Bookcase,5,669.75,3348.75,-45.78,Cash,Corporate
100036,2024-07-15,CUST1109,Customer 262,West,Washington,Furniture,Desk,Wood Desk,6,563.34,3380.04,334.53,PayPal,Home Office
100037,2023-06-23,CUST1101,Customer 76,West,Washington,Office Supplies,Printer,HP LaserJet,4,810.63,3242.52,3.53,Credit Card,Consumer
100038,2023-09-08,CUST1204,Customer 125,Central,Illinois,Furniture,Bookcase,Modern Bookcase,4,864.83,3459.32,251.8,Debit Card,Home Office
100039,2024-12-05,CUST1062,Customer 234,West,California,Furniture,Desk,Standing Desk,8,69.76,558.08,6.77,Debit Card,Corporate
100040,2024-11-14,CUST1243,Customer 231,South,Florida,Office Supplies,Binder,Heavy Binder,8,1077.68,8621.44,2022.98,Cash,Consumer
100041,2024-10-14,CUST1139,Customer 172,South,Florida,Office Supplies,Pens,Ballpoint Pens,8,102.21,817.68,23.37,Cash,Home Office
100042,2023-03-24,CUST1208,Customer 170,East,New York,Technology,Mouse,Dell MS116,0,850.64,2551.92,-181.43,PayPal,Corporate
100043,2023-03-05,CUST1152,Customer 200,East,Massachusetts,Furniture,Chair,Mesh Chair,7,577.61,4043.27,1310.96,PayPal,Home Office
100044,2024-07-13,CUST1207,Customer 85,East,Massachusetts,Technology,Keyboard,Keychron K2,8,44.54,356.32,18.26,PayPal,Consumer
100045,2024-09-29,CUST1025,Customer 134,West,Washington,Office Supplies,Paper,A4 Paper,7,171.48,1200.36,129.36,PayPal,Corporate
100046,2023-08-05,CUST1009,Customer 277,Central,Ohio,Furniture,Bookcase,Cube Shelf,7,310.2,2171.4,-137.11,Credit Card,Corporate
100047,2023-08-18,CUST1242,Customer 59,EAST,California,Technology,Monitor,LG 27,1,749.39,749.39,5.5,Debit Card,Corporate
100048,2024-12-17,CUST1159,Customer 295,South,Florida,Technology,Laptop,Dell Inspiron 15,5,138.64,693.2,-61.31,PayPal,Corporate
100049,2023-07-23,CUST1021,Customer 178,West,California,Technology,Keyboard,Dell KB216,2,957.51,1915.02,296.2,PayPal,Home Office
100050,2024-01-15,CUST1235,Customer 79,West,Washington,Technology,Mouse,HP Mouse,2,525.89,1051.78,66.25,PayPal,Consumer
100051,2024-06-18,CUST1044,Customer 143,South,Florida,Furniture,Bookcase,Modern Bookcase,5,393.54,1967.7,20.61,PayPal,Consumer
100052,2024-04-20,CUST1132,Customer 175,EAST,Ohio,Technology,Mouse,HP Mouse,3,590.18,1770.54,105.65,Cash,Home Office
100053,2024-12-19,CUST1123,Customer 244,South,Texas,Office Supplies,Pens,Gel Pens,4,866.89,3467.56,415.62,PayPal,Corporate
100054,2023-01-18,CUST1242,Customer 284,West,Washington,Technology,Mouse,Dell MS116,4,374.39,1497.56,242.16,Cash,Corporate
100055,2024-07-17,CUST1098,Customer 162,South,Florida,Office Supplies,Binder,1in Binder,5,309.17,1545.85,-70.65,Credit Card,Home Office
100056,2024-07-02,CUST1151,Customer 117,East,New York,Technology,Mouse,HP Mouse,5,1176.81,5884.05,1616.25,Cash,Consumer
100057,2023-11-06,CUST1251,Customer 53,West,California,Furniture,Chair,Ergo Chair,5,839.93,4199.65,-181.32,Credit Card,Home Office
100058,2023-10-19,CUST1058,Customer 34,Central,Ohio,Furniture,Cabinet,Metal Cabinet,1,310.45,310.45,89.34,PayPal,Corporate
100059,2023-03-17,CUST1115,Customer 268,West,California,Technology,Keyboard,Logitech K120,4,150.96,603.84,147.34,PayPal,Corporate
100060,2024-03-29,CUST1108,Customer 136,South,Florida,Furniture,Chair,Mesh Chair,2,1137.63,2275.26,-14.78,Credit Card,Consumer
100061,2023-09-03,CUST1016,Customer 119,East,New York,Technology,Laptop,HP Pavilion,8,830.35,6642.8,740.41,Cash,Home Office
100062,2023-10-17,CUST1076,Customer 137,Central,Illinois,Office Supplies,Pens,Ballpoint Pens,4,515.92,2063.68,299.34,Debit Card,Consumer
100063,2023-03-03,CUST1206,Customer 140,East,Massachusetts,Office Supplies,Printer,Canon Pixma,2,567.75,1135.5,41.83,PayPal,Corporate
100064,2023-03-24,CUST1294,Customer 11,West,Washington,Office Supplies,Printer,Brother HL,5,40.78,203.9,0.61,Cash,Home Office
100065,2023-02-11,CUST1251,Customer 47,East,Massachusetts,Office Supplies,Binder,1in Binder,3,1196.37,3589.11,345.09,PayPal,Corporate
100066,2024-02-23,CUST1205,Customer 282,South,Florida,Office Supplies,Paper,A4 Paper,6,499.86,2999.16,368.78,Credit Card,Corporate
100067,2023-04-01,CUST1211,Customer 28,South,Florida,Furniture,Chair,Office Chair,1,792.62,792.62,114.27,Debit Card,Home Office
100068,2024-01-06,CUST1248,Customer 63,Central,Ohio,Technology,Monitor,Dell UltraSharp,3,1113.93,3341.79,324.66,Credit Card,Home Office
100069,2024-09-15,CUST1058,Customer 237,East,New York,Furniture,Chair,Mesh Chair,7,120.92,846.44,293.3,Credit Card,Home Office
100070,2023-06-07,CUST1282,Customer 75,Central,Ohio,Office Supplies,Printer,Canon Pixma,8,1176.49,9411.92,91.1,PayPal,Consumer
100071,2024-09-05,CUST1152,Customer 297,East,New York,Furniture,Bookcase,Cube Shelf,5,986.45,4932.25,134.54,PayPal,Consumer
100072,2024-04-02,CUST1122,Customer 293,Central,Ohio,Furniture,Bookcase,Cube Shelf,6,1044.83,6268.98,2139.91,PayPal,Consumer
100073,2024-02-25,CUST1077,Customer 254,West,Washington,Office Supplies,Binder,Heavy Binder,7,469.43,3286.01,652.8,Credit Card,Consumer
100074,2024-05-29,CUST1079,Customer 39,South,Texas,Furniture,Chair,Mesh Chair,8,28.26,226.08,-7.94,PayPal,Corporate
100075,2023-12-13,CUST1035,Customer 121,Central,Illinois,Furniture,Bookcase,Cube Shelf,8,1048.14,8385.12,,Cash,Consumer
100076,2023-04-03,CUST1023,Customer 167,Central,Illinois,Office Supplies,Paper,Premium Paper,3,835.86,2507.58,768.68,Credit Card,Corporate
100077,2024-01-03,CUST1087,Customer 90,South,Florida,Technology,Monitor,Samsung View,7,683.45,4784.15,1227.77,Credit Card,Home Office
100078,2024-01-27,CUST1004,Customer 239,East,Massachusetts,Office Supplies,Pens,Gel Pens,8,769.11,6152.88,657.17,Cash,Home Office
100079,2024-07-13,CUST1128,Customer 234,East,New York,Furniture,Cabinet,File Cabinet,5,770.34,3851.7,350.27,Cash,Consumer
100080,2024-01-29,CUST1151,Customer 12,Central,Illinois,Technology,Mouse,Dell MS116,6,694.03,4164.18,1443.77,PayPal,Corporate
100081,2023-01-09,CUST1128,Customer 71,West,Washington,Furniture,Desk,Corner Desk,6,270.62,1623.72,-23.45,Credit Card,Home Office
100082,2024-10-23,CUST1151,Customer 168,West,Washington,Furniture,Chair,Mesh Chair,6,881.51,5289.06,-314.38,PayPal,Consumer
100083,2023-07-25,CUST1151,Customer 174,East,Massachusetts,Office Supplies,Printer,HP LaserJet,5,1097.72,5488.6,1783.16,Credit Card,Corporate
100084,2023-03-19,CUST1135,Customer 275,East,New York,Office Supplies,Binder,Heavy Binder,6,117.46,704.76,54.66,Credit Card,Corporate
100085,2024-01-13,CUST1287,Customer 168,South,Florida,Office Supplies,Printer,HP LaserJet,4,571.06,2284.24,408.41,Debit Card,Home Office
100086,2023-03-06,CUST1252,Customer 60,Central,Ohio,Office Supplies,Binder,2in Binder,3,63.96,191.88,-15.97,Credit Card,Consumer
100087,2024-07-04,CUST1212,Customer 51,East,Massachusetts,Furniture,Cabinet,File Cabinet,7,708.94,4962.58,1126.35,PayPal,Home Office
100088,2024-02-22,CUST1185,Customer 51,South,Texas,Office Supplies,Printer,HP LaserJet,8,539.19,4313.52,26.96,Cash,Home Office
100089,2024-10-22,CUST1046,Customer 109,South,Texas, Furniture ,Cabinet,Metal Cabinet,2,1139.32,2278.64,617.25,Credit Card,Consumer
100090,2023-12-08,CUST1119,Customer 169,East,New York,Office Supplies,Pens,Gel Pens,4,707.8,2831.2,752.74,Debit Card,Home Office
100091,2023-01-03,CUST1007,Customer 184,South,Texas,Technology,Keyboard,Logitech K120,2,796.66,1593.32,-140.85,Debit Card,Home Office
100092,2023-11-28,CUST1243,Customer 230,West,California,Furniture,Chair,Ergo Chair,7,636.04,4452.28,1048.73,Cash,Home Office
100093,2024-08-30,CUST1266,Customer 155,West,Washington,Office Supplies,Pens,Marker Pack,1,875.42,875.42,270.45,PayPal,Home Office
100094,2023-02-01,CUST1037,Customer 42,West,Washington,Furniture,Bookcase,Modern Bookcase,2,593.42,1186.84,367.17,Cash,Home Office
100095,2023-06-01,CUST1050,Customer 59,West,California,Furniture,Cabinet,Storage Cabinet,5,549.92,2749.6,474.15,Debit Card,Corporate
100096,2024-04-07,CUST1160,Customer 131,East,Massachusetts,Furniture,Bookcase,Cube Shelf,7,878.24,6147.68,249.88,Cash,Consumer
100097,2024-12-04,CUST1066,Customer 285,Central,Illinois,Technology,Laptop,Dell Inspiron 15,7,124.91,874.37,203.25,Credit Card,Home Office
100098,2024-07-29,CUST1147,Customer 160,South,Texas,Furniture,Cabinet,File Cabinet,7,1043.03,7301.21,1638.96,Cash,Consumer
100099,2024-08-14,CUST1058,Customer 143,East,New York,Office Supplies,Binder,2in Binder,2,426.64,853.28,128.26,Debit Card,Corporate
100100,2024-07-28,CUST1092,Customer 74,West,Washington, Technology ,Monitor,Dell UltraSharp,5,1106.63,5533.15,320.7,PayPal,Consumer
100101,2023-05-26,CUST1159,Customer 167,West,California,Office Supplies,Pens,Ballpoint Pens,7,549.84,3848.88,-112.26,Credit Card,Consumer
100102,2023-06-09,CUST1226,Customer 213,East,New York,Office Supplies,Paper,Premium Paper,8,797.71,6381.68,756.53,Cash,Consumer
100103,2024-06-08,CUST1112,Customer 203,West,Washington,Furniture,Chair,Office Chair,8,637.05,5096.4,197.68,Credit Card,Consumer
100104,2023-07-29,CUST1220,Customer 90,South,Texas,Technology,Keyboard,Keychron K2,6,152.78,916.68,113.51,Debit Card,Corporate
100105,2024-06-29,CUST1039,Customer 161,East,Massachusetts,Technology,Mouse,Dell MS116,1,529.1,529.1,56.56,PayPal,Home Office
100106,2024-02-19,CUST1235,Customer 186,Central,Ohio,Technology,Mouse,Logitech M185,6,214.53,1287.18,420.17,Credit Card,Corporate
100107,2023-04-19,CUST1173,Customer 114,East,Massachusetts,Office Supplies,Binder,Heavy Binder,2,480.96,961.92,38.11,Cash,Consumer
100108,2023-03-20,CUST1101,Customer 89,West,California,Furniture,Cabinet,File Cabinet,3,291.16,873.48,-29.79,Debit Card,Home Office
100109,2023-03-19,CUST1077,Customer 226,East,Massachusetts,Furniture,Bookcase,Modern Bookcase,6,1038.45,6230.7,1135.53,Credit Card,Corporate
100110,2024-03-28,CUST1029,Customer 189,South,Florida,Office Supplies,Paper,Premium Paper,2,379.39,758.78,78.43,Cash,Consumer
100111,2024-10-22,CUST1077,Customer 32,West,Washington,Furniture,Chair,Office Chair,4,392.62,1570.48,179.09,PayPal,Consumer
100112,2023-12-18,CUST1081,Customer 187,West,California,Technology,Monitor,Samsung View,8,1189.27,9514.16,1292.32,Cash,Corporate
100113,2024-02-01,CUST1197,Customer 146,Central,Ohio,Office Supplies,Paper,Copy Paper,6,88.44,530.64,-30.5,Cash,Home Office
100114,2024-11-03,CUST1200,Customer 67,East,Massachusetts,Technology,Monitor,Dell UltraSharp,5,1161.56,5807.8,1244.7,Credit Card,Corporate
100115,2024-07-26,CUST1158,Customer 93,Central,Ohio,Technology,Laptop,Lenovo ThinkPad,7,615.1,4305.7,-395.25,Debit Card,Corporate
100116,2024-05-12,CUST1276,Customer 270,East,New York,Technology,Monitor,LG 27,5,1014.87,5074.35,-276.48,Credit Card,Home Office
100117,2023-12-11,CUST1186,Customer 122,East,Massachusetts,Technology,Monitor,LG 27,3,868.21,2604.63,-209.25,PayPal,Home Office
100118,2023-10-19,CUST1292,Customer 226,Central,Illinois,Office Supplies,Pens,Ballpoint Pens,8,1085.73,8685.84,-110.25,PayPal,Corporate
100119,2024-01-27,CUST1283,Customer 53,Central,Illinois,Technology,Monitor,Dell UltraSharp,1,773.0,773.0,226.76,Credit Card,Corporate
100120,2023-03-27,CUST1230,Customer 179,East,Massachusetts,Furniture,Desk,Wood Desk,2,1136.23,2272.46,-0.19,,Corporate
100121,2023-02-24,CUST1050,Customer 172,Central,Ohio,Technology,Mouse,Logitech M185,6,277.2,1663.2,72.2,Debit Card,Consumer
100122,2023-02-09,CUST1040,Customer 10,South,Florida,Office Supplies,Pens,Marker Pack,8,543.84,4350.72,-424.79,Cash,Consumer
100123,2023-06-03,CUST1234,Customer 33,Central,Illinois,Furniture,Desk,Wood Desk,2,66.82,133.64,11.88,Credit Card,Corporate
100124,2024-09-03,CUST1292,Customer 214,West,California,Office Supplies,Pens,Ballpoint Pens,7,11.86,83.02,4.88,Debit Card,Home Office
100125,2024-11-15,CUST1191,Customer 130,West,Washington,Technology,Laptop,HP Pavilion,8,61.81,494.48,36.64,Credit Card,Corporate
100126,2023-03-11,CUST1173,Customer 90,South,Texas,Office Supplies,Paper,Copy Paper,6,168.76,1012.56,59.27,PayPal,Home Office
100127,2024-05-05,CUST1021,Customer 162,East,New York,Technology,Mouse,Logitech M185,5,249.89,1249.45,319.86,Cash,Home Office
100128,2024-02-12,CUST1169,Customer 140,Central,Ohio,Technology,Monitor,Dell UltraSharp,6,1035.94,6215.64,-487.85,Credit Card,Corporate
100129,2024-03-23,CUST1265,Customer 137,Central,Ohio,Furniture,Cabinet,Metal Cabinet,8,833.56,6668.48,435.49,Credit Card,Home Office
100130,2024-03-10,CUST1151,Customer 157,West,Washington,Office Supplies,Pens,Marker Pack,5,392.24,1961.2,-125.46,PayPal,Home Office
100131,2024-03-12,CUST1029,Customer 39,East,Massachusetts,Furniture,Bookcase,Oak Bookcase,6,741.67,4450.02,425.97,PayPal,Corporate
100132,2024-06-09,CUST1187,Customer 186,East,New York,Technology,Mouse,Logitech M185,3,90.01,270.03,67.6,PayPal,Home Office
100133,2023-02-03,CUST1203,Customer 161,East,Massachusetts,Furniture,Cabinet,Storage Cabinet,2,692.97,1385.94,191.62,Cash,Consumer
100134,2023-04-27,CUST1228,Customer 110,West,California,Furniture,Bookcase,Modern Bookcase,2,321.51,643.02,11.02,Cash,Home Office
100135,2024-05-17,CUST1044,Customer 164,East,New York,Technology,Laptop,HP Pavilion,3,1079.43,3238.29,324.8,Cash,Home Office
100136,2023-03-08,CUST1071,Customer 122,South,Florida,Technology,Monitor,Dell UltraSharp,4,154.42,617.68,-5.9,PayPal,Consumer
100137,2024-01-05,CUST1245,Customer 270,South,Florida, Office Supplies ,Pens,Marker Pack,2,88.24,176.48,13.97,PayPal,Corporate
100138,2024-08-11,CUST1282,Customer 94,West,California,Furniture,Chair,Office Chair,8,819.33,6554.64,360.71,Debit Card,Corporate
100139,2024-05-29,CUST1115,Customer 178,West,California,Office Supplies,Pens,Ballpoint Pens,3,202.74,608.22,195.01,Cash,Consumer
100140,2023-09-14,CUST1297,Customer 79,East,Massachusetts,Technology,Keyboard,Dell KB216,2,608.06,1216.12,-29.33,Debit Card,Home Office
100141,2024-10-01,CUST1213,Customer 16,South,Texas,Technology,Laptop,Dell Inspiron 15,5,784.84,3924.2,961.95,PayPal,Home Office
100142,2024-07-12,CUST1030,Customer 81,South,Florida,Furniture,Desk,Corner Desk,7,363.95,2547.65,-171.11,,Corporate
100143,2024-05-10,CUST1204,Customer 67,Central,Illinois,Furniture,Desk,Wood Desk,6,883.7,5302.2,1523.59,Cash,Home Office
100144,2024-07-29,CUST1025,Customer 149,West,Washington,Technology,Mouse,Logitech M185,5,545.02,2725.1,-99.75,PayPal,Home Office
100145,2024-03-04,CUST1255,Customer 158,East,New York,Furniture,Cabinet,Metal Cabinet,3,602.94,1808.82,238.09,PayPal,Consumer
100146,2023-04-03,CUST1240,Customer 147,Central,Ohio,Technology,Monitor,Samsung View,6,67.9,407.4,10.84,Credit Card,Consumer
100147,2024-03-17,CUST1287,Customer 100,East,Massachusetts,Office Supplies,Printer,Canon Pixma,6,63.84,383.04,-29.49,Cash,Home Office
100148,2023-10-23,CUST1060,Customer 66,West,Washington,Office Supplies,Binder,Heavy Binder,5,992.12,4960.6,895.18,Credit Card,Corporate
100149,2024-01-18,CUST1070,Customer 171,South,Florida,Technology,Monitor,Samsung View,7,605.09,4235.63,-337.21,PayPal,Home Office
100150,2024-04-12,CUST1153,Customer 173,East,New York,Furniture,Cabinet,Metal Cabinet,7,1188.83,8321.81,1936.43,PayPal,Home Office
100151,2024-07-30,CUST1013,Customer 243,South,Florida,Technology,Keyboard,Keychron K2,2,1176.08,2352.16,382.62,Cash,Home Office
100152,2024-08-15,CUST1016,Customer 294,East,New York,Office Supplies,Binder,2in Binder,7,185.85,1300.95,268.42,Credit Card,Consumer
100153,2023-01-20,CUST1241,Customer 32,Central,Ohio,Furniture,Desk,Wood Desk,4,498.35,1993.4,495.83,Debit Card,Home Office
100154,2023-08-01,CUST1279,Customer 182,South,Florida,Office Supplies,Binder,1in Binder,3,557.0,1671.0,233.78,Cash,Home Office
100155,2024-05-10,CUST1250,Customer 163,East,New York,Furniture,Cabinet,Metal Cabinet,5,927.7,4638.5,1007.51,PayPal,Corporate
100156,2024-07-27,CUST1148,Customer 22,South,Florida,Technology,Mouse,HP Mouse,6,1145.98,6875.88,1802.01,Cash,Home Office
100157,2023-03-22,CUST1138,Customer 288,South,Florida,Office Supplies,Printer,Brother HL,8,264.64,2117.12,577.08,Cash,Consumer
100158,2023-04-22,CUST1241,Customer 52,East,New York,Technology,Monitor,Samsung View,4,72.46,289.84,24.92,Debit Card,Consumer
100159,2024-07-17,CUST1146,Customer 31,East,Massachusetts,Office Supplies,Binder,1in Binder,4,909.53,3638.12,106.45,Credit Card,Home Office
100160,2024-08-10,CUST1253,Customer 96,East,New York,Technology,Mouse,Logitech M185,1,1196.63,1196.63,94.11,Cash,Consumer
100161,2023-01-10,CUST1258,Customer 240,South,Texas,Furniture,Cabinet,Storage Cabinet,8,1068.22,8545.76,-338.5,Cash,Consumer
100162,2023-04-26,CUST1172,Customer 152,South,Texas,Office Supplies,Binder,Heavy Binder,5,865.13,4325.65,-405.15,Debit Card,Consumer
100163,2024-09-17,CUST1071,Customer 245,Central,Ohio,Office Supplies,Printer,HP LaserJet,7,806.41,5644.87,-95.11,Cash,Consumer
100164,2023-01-07,CUST1005,Customer 134,South,Florida,Technology,Mouse,HP Mouse,6,369.32,2215.92,499.24,Cash,Home Office
100165,2023-08-30,CUST1159,Customer 61,West,California,Furniture,Cabinet,Metal Cabinet,7,826.43,5785.01,1824.58,Cash,Corporate
100166,2024-09-21,CUST1212,Customer 282,East,New York,Technology,Mouse,Logitech M185,8,899.8,7198.4,1242.32,PayPal,Home Office
100167,2024-11-11,CUST1288,Customer 58,East,New York,Office Supplies,Paper,Copy Paper,8,638.53,5108.24,320.81,Credit Card,Home Office
100168,2024-06-01,CUST1298,Customer 251,East,New York,Technology,Keyboard,Dell KB216,8,148.33,1186.64,-8.98,Credit Card,Home Office
100169,2024-04-01,CUST1157,Customer 12,West,Washington,Technology,Mouse,HP Mouse,1,674.97,674.97,136.85,PayPal,Corporate
100170,2023-01-04,CUST1035,Customer 242,East,New York, Technology ,Mouse,HP Mouse,2,653.98,1307.96,-95.33,Credit Card,Corporate
100171,2024-02-23,CUST1193,Customer 193,East,New York,Office Supplies,Binder,1in Binder,7,543.76,3806.32,1190.24,Credit Card,Home Office
100172,2024-11-08,CUST1114,Customer 2,East,Massachusetts,Technology,Monitor,Samsung View,7,639.32,4475.24,1018.28,Credit Card,Corporate
100173,2024-04-19,CUST1057,Customer 17,Central,Ohio,Technology,Monitor,Dell UltraSharp,6,194.59,1167.54,-17.73,PayPal,Home Office
100174,2023-01-17,CUST1024,Customer 126,East,New York,Technology,Laptop,Lenovo ThinkPad,1,541.26,541.26,109.56,Credit Card,Corporate
100175,2024-03-25,CUST1294,Customer 164,East,New York,Technology,Monitor,Samsung View,5,288.65,1443.25,,Cash,Consumer
100176,2023-11-06,CUST1089,Customer 219,East,New York,Furniture,Cabinet,Storage Cabinet,1,672.49,672.49,111.8,PayPal,Consumer
100177,2023-12-19,CUST1275,Customer 243,Central,Ohio,Office Supplies,Binder,1in Binder,3,366.87,1100.61,-18.99,Debit Card,Consumer
100178,2023-11-04,CUST1169,Customer 41,East,Massachusetts,Technology,Mouse,HP Mouse,3,472.22,1416.66,20.89,PayPal,Corporate
100179,2023-04-05,CUST1286,Customer 112,East,New York,Furniture,Bookcase,Modern Bookcase,1,1049.61,1049.61,-16.09,PayPal,Consumer
100180,2023-12-07,CUST1124,Customer 105,South,Texas,Technology,Monitor,Samsung View,2,898.79,1797.58,430.43,PayPal,Consumer
100181,2024-07-19,CUST1254,Customer 239,South,Florida,Furniture,Bookcase,Modern Bookcase,6,377.02,2262.12,139.89,Credit Card,Home Office
100182,2024-04-25,CUST1074,Customer 9,South,Texas,Furniture,Cabinet,Storage Cabinet,1,679.4,679.4,-0.29,Cash,Home Office
100183,2024-08-21,CUST1255,Customer 282,Central,Ohio,Technology,Monitor,Dell UltraSharp,4,462.01,1848.04,508.24,Cash,Corporate
100184,2024-05-15,CUST1277,Customer 31,Central,Ohio,Technology,Keyboard,Logitech K120,3,867.17,2601.51,311.51,Credit Card,Consumer
100185,2024-11-15,CUST1111,Customer 259,West,California,Furniture,Desk,Corner Desk,4,90.88,363.52,-11.65,PayPal,Corporate
100186,2023-03-03,CUST1140,Customer 275,Central,Ohio,Technology,Laptop,Lenovo ThinkPad,7,24.1,168.7,23.32,Cash,Consumer
100187,2024-05-29,CUST1129,Customer 182,Central,Illinois,Technology,Laptop,Lenovo ThinkPad,3,296.75,890.25,159.27,Cash,Corporate
100188,2023-03-22,CUST1041,Customer 17,South,Florida,Furniture,Desk,Corner Desk,4,366.97,1467.88,400.19,Credit Card,Corporate
100189,2024-01-24,CUST1169,Customer 290,Central,Ohio,Technology,Laptop,Lenovo ThinkPad,3,108.4,325.2,91.19,Credit Card,Home Office
100190,2023-02-13,CUST1143,Customer 279,East,New York,Office Supplies,Binder,1in Binder,1,1109.75,1109.75,230.82,Credit Card,Consumer
100191,2023-11-19,CUST1288,Customer 124,West,California, Office Supplies ,Pens,Marker Pack,7,1115.36,7807.52,270.72,PayPal,Home Office
100192,2024-07-07,CUST1027,Customer 51,South,Florida,Office Supplies,Pens,Marker Pack,2,605.94,1211.88,410.16,PayPal,Consumer
100193,2023-03-19,CUST1116,Customer 183,South,Florida,Furniture,Chair,Mesh Chair,5,942.42,4712.1,484.16,PayPal,Corporate
